Block,Lot,FiledDate
4591C,009,2013-03-26
2700,057,2013-03-26
0258,032,2013-03-26
3740,001,2013-03-26
7252,035,2013-03-26
2647,010,2013-03-26
3974,025,2013-03-26
1740,029,2013-03-26
6600,018,2013-03-26
6600,018,2013-03-26
0909,001B,2013-03-26
2480,017D,2013-03-26
4045,008,2013-03-26
1759,037,2013-03-26
1010,019,2013-03-26
1010,019,2013-03-26
3704,001,2013-03-26
0913,036,2013-03-26
3042,010,2013-03-26
0849,030,2013-03-26
0849,030,2013-03-26
0303,016,2013-03-26
0318,016B,2013-03-26
3707,051,2013-03-26
5544,005,2013-03-26
3508,001,2013-03-26
1038,003,2013-03-26
3729,079,2013-03-26
3729,079,2013-03-26
2393,042,2013-03-26
0973,002,2013-03-26
0581,003,2013-03-26
3054,028,2013-03-26
3590,033,2013-03-26
2622,055,2013-03-26
3588,056,2013-03-26
3588,056,2013-03-26
1000,037,2013-03-26
0951,017,2013-03-26
0635,029,2013-03-26
1288,002,2013-03-26
0295,008,2013-03-26
1288,002,2013-03-26
3537,040,2013-03-26
3705,042,2013-03-26
3537,040,2013-03-26
0911,004,2013-03-26
0067,007A,2013-03-26
3783,009,2013-03-26
0311,011,2013-03-26
0327,026,2013-03-26
0861,032,2013-03-26
0636,033,2013-03-26
0321,030,2013-03-26
0256,001,2013-03-26
0338,015,2013-03-26
1763,022,2013-03-26
2750,039,2013-03-26
0084,009,2013-03-27
3780,006,2013-03-27
7277,029,2013-03-27
1007,017,2013-03-27
0206,008,2013-03-27
3722,072,2013-03-27
0785,029,2013-03-27
0527,051,2013-03-27
5657,052,2013-03-27
3722,072,2013-03-27
2635,046,2013-03-27
0567,107,2013-03-27
0813,006,2013-03-27
3937,002A,2013-03-27
1655,010,2013-03-27
6275,018,2013-03-27
1204,036,2013-03-27
3779,009,2013-03-27
1201,019,2013-03-27
1529,001,2013-03-27
2018,001,2013-03-27
0918,002O,2013-03-27
0982,063,2013-03-27
6589,002O,2013-03-27
2165,027,2013-03-27
0274,008,2013-03-27
0591,024,2013-03-27
0633,001D,2013-03-27
1040,055,2013-03-27
0309,003,2013-03-27
2123B,001I,2013-03-27
3709,017,2013-03-27
3548,052,2013-03-27
0985,006,2013-03-27
0334,016,2013-03-27
0216,025,2013-03-27
6479,006,2013-03-27
0334,016,2013-03-27
7063B,005,2013-03-27
0334,016,2013-03-27
3708,058,2013-03-27
0633,001D,2013-03-27
4058,005,2013-03-27
7295,021,2013-03-27
0860,046,2013-03-27
2735,040,2013-03-27
0230,028,2013-03-27
3701,053,2013-03-27
0482,019,2013-03-27
1011,006,2013-03-27
1011,006,2013-03-27
0176,015,2013-03-27
0176,015,2013-03-27
0268,017,2013-03-27
3713,006,2013-03-27
3709,012,2013-03-27
0867,068,2013-03-27
0867,068,2013-03-27
6589,002O,2013-03-27
1067,055,2013-03-27
3156,017,2013-03-27
3637,019B,2013-03-27
3725,087,2013-03-27
3089,004,2013-03-27
3752,344,2013-03-27
1742,015A,2013-03-27
1444,023,2013-03-27
6250,007,2013-03-27
0222,009,2013-03-27
6095,023A,2013-03-27
4942,017,2013-03-27
0777,006,2013-03-27
2452,002C,2013-03-27
1635,021,2013-03-27
0309,003,2013-03-27
0162,003,2013-03-27
0298C,045,2013-03-27
1011,022,2013-03-27
0215,010,2013-03-27
3590,035,2013-03-27
1029,036,2013-03-27
3589,085,2013-03-27
3751,157,2013-03-27
5718,016,2013-03-27
2930,013,2013-03-27
0206,008,2013-03-27
0116,020,2013-03-27
0292,015,2013-03-27
0680,031,2013-03-27
6432,017,2013-03-27
5705,024,2013-03-27
1629,039,2013-03-27
5705,024,2013-03-27
4208,001,2013-03-27
2198,019B,2013-03-27
3006A,002,2013-03-27
0309,020,2013-03-27
3611,032,2013-03-27
3013,023,2013-03-27
7295,021,2013-03-27
0269,001,2013-03-27
3536,001,2013-03-27
1765,012,2013-03-27
3536,001,2013-03-27
6574,007,2013-03-27
2932,003,2013-03-27
0236,017,2013-03-27
3632,018,2013-03-27
3715,025,2013-03-27
0141,008,2013-03-27
0580,013,2013-03-27
6567,008,2013-03-27
6567,008,2013-03-27
6567,008,2013-03-27
1774,026,2013-03-27
4084,007,2013-03-27
3507,041,2013-03-27
0289,004,2013-03-27
0289,004,2013-03-27
1346,007,2013-03-27
0289,004,2013-03-27
0289,004,2013-03-27
0302,011A,2013-03-27
0258,006,2013-03-27
3535,001,2013-03-27
3563,027,2013-03-27
0302,011A,2013-03-27
7536,025,2013-03-27
6720,042,2013-03-27
1881,014,2013-03-27
0052,045,2013-03-27
0312,031,2013-03-27
3726,029,2013-03-27
0708,013A,2013-03-27
1249,013,2013-03-27
1249,013,2013-03-27
1249,013,2013-03-27
1249,013,2013-03-27
5838,008,2013-03-27
0417B,013,2013-03-28
0460A,011,2013-03-28
2354,022A,2013-03-28
0417B,013,2013-03-28
2770,002,2013-03-28
0867,035A,2013-03-28
0867,035A,2013-03-28
6903,002,2013-03-28
0849,024,2013-03-28
6500,024,2013-03-28
0321,007,2013-03-28
3787,157,2013-03-28
0826,023,2013-03-28
6506,035,2013-03-28
0231,023,2013-03-28
1779,040,2013-03-28
0152,015,2013-03-28
0946,004,2013-03-28
0725,030,2013-03-28
0478,001C,2013-03-28
1898,038,2013-03-28
0809,001,2013-03-28
2831,008,2013-03-28
1186,014,2013-03-28
3077,012,2013-03-28
7545,019,2013-03-28
4073,016,2013-03-28
1811,015,2013-03-28
6588,018,2013-03-28
3159,012,2013-03-28
0862,011,2013-03-28
0862,011,2013-03-28
2064,026,2013-03-28
6331,009,2013-03-28
3027A,057,2013-03-28
6003,032,2013-03-28
4210,018,2013-03-28
5353B,006,2013-03-28
1159,016A,2013-03-28
1159,016A,2013-03-28
1069,046,2013-03-28
1797,004,2013-03-28
4974,012,2013-03-28
2082,059,2013-03-28
1435,037,2013-03-28
0868,008A,2013-03-28
0208,028,2013-03-28
3005,013,2013-03-28
2444,005A,2013-03-28
0797,003,2013-03-28
2777,009,2013-03-28
1063,012,2013-03-28
6601,042,2013-03-28
6192,051,2013-03-28
6615,034,2013-03-28
3582,077A,2013-03-28
0026,030,2013-03-28
1007,014,2013-03-28
6914,019,2013-03-28
1150,011,2013-03-28
318,016,2013-03-28
5676,006,2013-03-28
0182,025,2013-03-28
0322,001,2013-03-28
0854,001,2013-03-28
3774,067,2013-03-28
0262,013,2013-03-28
8721,010,2013-03-28
0268,017,2013-03-28
3740,001,2013-03-28
0681,039,2013-03-28
3987,024,2013-03-28
6630,025,2013-03-28
2928,006,2013-03-28
5313,002,2013-03-28
1240,007,2013-03-28
2650,045,2013-03-28
6688,031,2013-03-28
2452,020,2013-03-28
2452,004,2013-03-28
0445A,031,2013-03-28
6589,002I,2013-03-28
1700,001,2013-03-28
5534,017,2013-03-28
0328,001,2013-03-28
0719,066,2013-03-28
1801,009,2013-03-28
0292,002,2013-03-28
0292,002,2013-03-28
0451,151,2013-03-28
3709,014,2013-03-28
3589,091,2013-03-28
3746,002,2013-03-28
5431A,001G,2013-03-28
3589,091,2013-03-28
3781,008,2013-03-28
4206,031,2013-03-28
4263,008A,2013-03-28
2954A,025,2013-03-28
0931,061,2013-03-28
2883,001,2013-03-28
3775,042,2013-03-28
6639,037,2013-03-28
1763,019B,2013-03-28
3044,019,2013-03-28
0272,016,2013-03-28
5314,049,2013-03-28
3533,002,2013-03-28
3605,076,2013-03-28
3958,001G,2013-03-28
0093,013,2013-03-28
4276,030,2013-03-28
3754,017,2013-03-28
0819,011,2013-03-28
0819,011,2013-03-28
0961,014,2013-03-28
7091,025,2013-03-28
0065,048,2013-03-28
0093,013,2013-03-28
0093,013,2013-03-28
1201,019,2013-03-28
0093,013,2013-03-28
0276,003,2013-03-28
0276,003,2013-03-28
0276,003,2013-03-28
0093,013,2013-03-28
0093,013,2013-03-28
5687,038,2013-03-28
2126,023,2013-03-28
2126,023,2013-03-28
0215,022,2013-03-28
0055,031,2013-03-28
2612,098,2013-03-28
1418,006,2013-03-28
2654,034,2013-03-28
4263,008A,2013-03-28
0045,018,2013-03-28
3558,147,2013-03-28
3558,150,2013-03-28
3558,151,2013-03-28
3558,152,2013-03-28
3713,007,2013-03-29
3502,036,2013-03-29
7053,004,2013-03-29
6554,042,2013-03-29
6554,043,2013-03-29
3605,019,2013-03-29
5322,015,2013-03-29
3702,054,2013-03-29
2607,164,2013-03-29
1369,038,2013-03-29
3180,194,2013-03-29
2431,014C,2013-03-29
3264,003,2013-03-29
4266,008,2013-03-29
3707,062,2013-03-29
0944,007,2013-03-29
0263,011,2013-03-29
0192,002,2013-03-29
0192,002,2013-03-29
0311,015,2013-03-29
3541,077,2013-03-29
3541,077,2013-03-29
3541,077,2013-03-29
3705,039,2013-03-29
3776,041,2013-03-29
0239,003,2013-03-29
3541,077,2013-03-29
2646,041,2013-03-29
0954,018,2013-03-29
0975,009,2013-03-29
0844,018,2013-03-29
1047,008,2013-03-29
0290,011,2013-03-29
1276,037,2013-03-29
3643,015,2013-03-29
3643,015,2013-03-29
3643,015,2013-03-29
1646,018A,2013-03-29
6561,003,2013-03-29
2979A,005,2013-03-29
0320,020,2013-03-29
0576,013,2013-03-29
1374,004,2013-03-29
0951,018,2013-03-29
0576,027,2013-03-29
2702,006,2013-03-29
2702,006,2013-03-29
3702,001,2013-03-29
5721,077,2013-03-29
3717,021,2013-03-29
5879,050,2013-03-29
2976,025,2013-03-29
0793,099,2013-03-29
0749,019,2013-03-29
4759,026,2013-03-29
0793,086,2013-03-29
7080,024,2013-03-29
0838,007,2013-03-29
0548,024,2013-03-29
3708,056,2013-03-29
1239,026,2013-03-29
0725,029,2013-03-29
3702,308,2013-03-27
0950,016,2013-03-29
0950,016,2013-03-29
0950,016,2013-03-29
5384C,008B,2013-03-29
1028,056,2013-03-29
3727,021,2013-03-29
3122,033,2013-03-29
3122,033,2013-03-29
3645,031,2013-03-29
3613,026,2013-03-29
3613,026,2013-03-29
3613,026,2013-03-29
3613,026,2013-03-29
3613,026,2013-03-29
3713,006,2013-03-29
0028,006B,2013-03-29
0028,006B,2013-03-29
2693,015,2013-03-29
3533,070,2013-03-29
0127,049,2013-03-29
5619,037,2013-03-29
2693,015,2013-03-29
0206,008,2013-03-29
2999A,011,2013-03-29
1720,032,2013-03-29
5701,025,2013-03-29
3717,010,2013-03-29
3548,045,2013-03-29
3548,045,2013-03-29
1158,037,2013-03-29
0145,013,2013-03-29
0665,018,2013-03-29
0665,018,2013-03-29
0665,018,2013-03-29
7092,090,2013-03-29
7092,090,2013-03-29
4081,015,2013-03-29
4081,015,2013-03-29
3564,048,2013-03-29
2656,024,2013-03-29
6691,007,2013-03-29
4081,015,2013-03-29
1510,016,2013-03-29
1510,016,2013-03-29
1432,048,2013-03-29
0739,017,2013-03-29
0210,008,2013-03-29
3564,048,2013-03-29
3597,039,2013-03-29
3597,039,2013-03-29
3591,020,2013-03-29
5524,041,2013-03-29
2676,020,2013-03-29
3722,080,2013-04-01
3722,080,2013-04-01
3722,080,2013-04-01
3722,080,2013-04-01
3722,080,2013-04-01
2135,003A,2013-04-01
6954,024,2013-04-01
1651,044,2013-04-01
0997,026,2013-04-01
6359,008,2013-04-01
0054,019,2013-04-01
3181,010,2013-04-01
3095,044,2013-04-01
1098,050,2013-04-01
2155,022,2013-04-01
3767,239,2013-04-01
2016,004,2013-04-01
3721,120,2013-04-01
1737,013,2013-04-01
0239,030,2013-04-01
1737,008,2013-04-01
1737,013,2013-04-01
0503,057,2013-04-01
0813,006,2013-04-01
1576,007,2013-04-01
0131,018,2013-04-01
0208,024,2013-04-01
1232,012,2013-04-01
2012,024A,2013-04-01
3579,036,2013-04-01
5620,025,2013-04-01
2919,020,2013-04-01
2483,018,2013-04-01
1647,036,2013-04-01
1647,036,2013-04-01
5457,023,2013-04-01
1749,016,2013-04-01
1883,002,2013-04-01
0054,049,2013-04-01
3722,080,2013-04-01
3507,041,2013-04-01
3722,080,2013-04-01
2673,045,2013-04-01
0940,031,2013-04-01
3582,061,2013-04-01
7270,014,2013-04-01
4030,022,2013-04-01
6798,014A,2013-04-01
1538,008,2013-04-01
3794,002A,2013-04-01
0476,001B,2013-04-01
4210,041,2013-04-01
3794,015,2013-04-01
5463,017,2013-04-01
1761,029,2013-04-01
2608,031,2013-04-01
2608,031,2013-04-01
6633,031,2013-04-01
6553,001,2013-04-01
0648,044,2013-04-01
3722,080,2013-04-01
3722,080,2013-04-01
1418,023,2013-04-01
2376,017,2013-04-01
3753,172,2013-04-01
6750,032,2013-04-01
6342,004,2013-04-01
1418,023,2013-04-01
0261,007,2013-04-01
0754,012,2013-04-01
0754,012,2013-04-01
0231,023,2013-04-01
1453,027,2013-04-01
3028B,083,2013-04-01
0011,008,2013-04-01
4107,014,2013-04-01
4107,014,2013-04-01
4107,014,2013-04-01
2151,018,2013-04-01
7161,017,2013-04-01
1464,014,2013-04-01
6621,034,2013-04-01
6529,027,2013-04-01
3637,048,2013-04-01
1235,050,2013-04-01
0239,030,2013-04-01
1890,008,2013-04-01
1419,005,2013-04-01
3729,038,2013-04-01
3729,037,2013-04-01
0971,003,2013-04-01
2689,007,2013-04-01
0827,010,2013-04-01
1011,016,2013-04-01
3708,056,2013-04-01
1011,016,2013-04-01
1736,016,2013-04-01
3774,067,2013-04-01
1508,041,2013-04-01
1293,012,2013-04-01
3754,017,2013-04-01
0511,024A,2013-04-01
5517,100,2013-04-01
0779,114,2013-04-01
1860B,015,2013-04-01
1258,036,2013-04-01
1258,036,2013-04-01
2344B,008,2013-04-01
3711,013,2013-04-01
0207,032,2013-04-01
3712,023,2013-04-01
0310,024,2013-04-01
0533,029,2013-04-01
0310,024,2013-04-01
7508,007,2013-04-01
6082,009,2013-04-01
0544,018,2013-04-01
6956,036,2013-04-01
1828,001A,2013-04-02
0309,003,2013-04-02
3729,079,2013-04-02
3729,079,2013-04-02
3624,011,2013-04-02
3624,011,2013-04-02
1845,020A,2013-04-02
6637,021,2013-04-02
6637,021,2013-04-02
2611,042,2013-04-02
4967,034,2013-04-02
1731,025,2013-04-02
0521,013,2013-04-02
4967,034,2013-04-02
3726,108,2013-04-02
0872,009,2013-04-02
6615,017,2013-04-02
0266,009,2013-04-02
0025,024,2013-04-02
5712,037,2013-04-02
1569,031,2013-04-02
0249,006,2013-04-02
0249,006,2013-04-02
1428,030,2013-04-02
1428,030,2013-04-02
2331,013,2013-04-02
0740,005,2013-04-02
3004,030,2013-04-02
6604,043,2013-04-02
0958,017,2013-04-02
6604,043,2013-04-02
6655,028,2013-04-02
0555,041,2013-04-02
0509,005,2013-04-02
3533,070,2013-04-02
0509,005,2013-04-02
0509,005,2013-04-02
3519,015,2013-04-02
0405,006,2013-04-02
0268,008,2013-04-02
7544,107,2013-04-02
7044A,006C,2013-04-02
0919,036,2013-04-02
6920,004,2013-04-02
4938,003,2013-04-02
3708,095,2013-04-02
7295,021,2013-04-02
0530,008,2013-04-02
6951,010G,2013-04-02
6951,010G,2013-04-02
1028,016,2013-04-02
3775,008,2013-04-02
0645,014,2013-04-02
6637,005,2013-04-02
5354,025,2013-04-02
0919,036,2013-04-02
1872,011,2013-04-02
3564,045,2013-04-02
3564,045,2013-04-02
0297,005,2013-04-02
3607,038,2013-04-02
3705,042,2013-04-02
4146,029,2013-04-02
0967,006,2013-04-02
0871,016,2013-04-02
0286,001,2013-04-02
1003,011,2013-04-02
1003,011,2013-04-02
0538,017B,2013-04-02
1169,007,2013-04-02
7277,011,2013-04-02
0018,001,2013-04-02
3735,062,2013-04-02
5612,056,2013-04-02
1169,020,2013-04-02
3709,019,2013-04-02
0141,008,2013-04-02
3709,019,2013-04-02
3702,308,2013-04-02
5333,036,2013-04-02
0967,006,2013-04-02
0302,027A,2013-04-02
7536,036,2013-04-02
0656,037,2013-04-02
2161,008,2013-04-02
1038,004,2013-04-02
5687,008,2013-04-02
1285,011,2013-04-02
2802,003,2013-04-02
3735,059,2013-04-02
0860,011A,2013-04-02
0860,011A,2013-04-02
1289,074,2013-04-02
3708,058,2013-04-02
0262,020,2013-04-02
1267,009,2013-04-02
2105,028,2013-04-02
0312,008,2013-03-29
3511,012,2013-04-02
1717,046A,2013-04-02
0471,002,2013-04-02
3511,012,2013-04-02
6546,032,2013-04-02
0329,002,2013-04-02
1670,015,2013-04-02
3780,006,2013-04-02
3507,040,2013-04-02
6696,021,2013-04-02
0739,008,2013-03-29
6537,008,2013-04-02
6537,008,2013-04-02
7506,001,2013-04-02
0547,005,2013-04-02
0091,047A,2013-04-02
0091,047A,2013-04-02
0091,047A,2013-04-02
6636,013,2013-04-02
0224,004,2013-04-02
2006,001E,2013-04-02
2006,001E,2013-04-02
5672,021,2013-04-02
3643,015,2013-04-02
3047,050,2013-04-02
4260,013,2013-04-02
4059,010,2013-04-02
5617,034,2013-04-02
2526B,004,2013-04-02
3777,030,2013-04-02
7205,004A,2013-04-02
7205,004A,2013-04-02
0289,004,2013-04-03
0239,026,2013-04-03
0472,054,2013-04-03
1450,029A,2013-04-03
1159,024,2013-04-03
0289,004,2013-04-03
3712,023,2013-04-03
0452,001,2013-04-03
4160,041,2013-04-03
0614,022,2013-04-03
3177,009,2013-04-03
3713,006,2013-04-03
2436,001J,2013-04-03
0252,011,2013-04-03
3649,021,2013-04-03
3712,023,2013-04-03
2393,044,2013-04-03
2002,048,2013-04-03
3774,067,2013-04-03
0262,013,2013-04-03
3719,405,2013-04-03
0689,016,2013-04-03
2041,012A,2013-04-03
0267,001,2013-04-03
3617,029,2013-04-03
3617,029,2013-04-03
4086,001,2013-04-03
3617,029,2013-04-03
2747,005C,2013-04-03
5340,009,2013-04-03
3727,035,2013-04-03
3749,182,2013-04-03
1079,025,2013-04-03
0287,012,2013-04-03
8721,010,2013-04-03
3745,008,2013-04-03
4015,001,2013-04-03
0229,018,2013-04-03
4015,001,2013-04-03
0095C,012,2013-04-03
2033A,041,2013-04-03
0867,035A,2013-04-03
0867,035A,2013-04-03
0958,004,2013-04-03
5582,001,2013-04-03
1503,031,2013-04-03
3612,018,2013-04-03
3612,018,2013-04-03
1073,017,2013-04-03
6803,004,2013-04-03
0803,017,2013-04-03
0279,010,2013-04-03
0239,026,2013-04-03
1711,022B,2013-04-03
0534,023B,2013-04-03
0481,024,2013-04-03
0481,024,2013-04-03
3574,042,2013-04-03
3574,042,2013-04-03
1255,010,2013-04-03
6260,018,2013-04-03
3735,046,2013-04-03
3703,076,2013-04-03
3738,004,2013-04-02
0061,024,2013-04-03
6548,037A,2013-04-03
2116,011,2013-04-03
3118,009,2013-04-03
1598,026,2013-04-03
3118,010,2013-04-03
1364,007,2013-04-03
3749,011,2013-04-03
6297,006,2013-04-03
3716,021,2013-04-03
0691,008,2013-04-03
3611,001,2013-04-03
0056,006,2013-04-03
3749,503,2013-04-03
3598,063,2013-04-03
1550,001A,2013-04-03
3598,063,2013-04-03
2376,027,2013-04-03
3709,019,2013-04-03
0646,005,2013-04-03
0646,005,2013-04-03
4158,030,2013-04-03
4158,030,2013-04-03
0648,017,2013-04-03
6549,026,2013-04-03
6549,026,2013-04-03
1819,023,2013-04-03
0260,010,2013-04-03
0636,022,2013-04-03
0328,001,2013-04-03
0292,015,2013-04-03
0309,020,2013-04-03
0778,006,2013-04-03
0693,002,2013-04-03
7031,002C,2013-04-03
1587,025,2013-04-03
3283,103,2013-04-03
3783,007,2013-04-03
7031,002C,2013-04-03
2047,037,2013-04-03
4232,010,2013-04-03
1355,027,2013-04-03
0477,016B,2013-04-03
5557,007,2013-04-03
4710,117,2013-04-03
2890,018,2013-04-03
3140,014,2013-04-03
0980,020,2013-04-03
2749,021,2013-04-04
2749,021,2013-04-04
1255,027,2013-04-04
1255,027,2013-04-04
3704,011,2013-04-04
1136,044,2013-04-04
0929,033,2013-04-04
0929,033,2013-04-04
1193,027B,2013-04-04
0573,006,2013-04-04
3593,021,2013-04-04
5281,003,2013-04-04
1260,058,2013-04-04
2860,015,2013-04-04
5689,024,2013-04-04
0103,035,2013-04-04
2846,008,2013-04-04
5689,024,2013-04-04
0980,067,2013-04-04
3708,096,2013-04-04
6482,025,2013-04-04
0239,030,2013-04-04
6482,025,2013-04-04
1842,002,2013-04-04
1842,002,2013-04-04
0114,005,2013-04-04
7268,008,2013-04-04
1265,004,2013-04-04
5551,008,2013-04-04
0983,022,2013-04-04
2650,017,2013-04-04
6735,017,2013-04-04
0533,019,2013-04-04
2650,017,2013-04-04
0557,061,2013-04-04
0014,001,2013-04-04
3701,060,2013-04-04
0191,016,2013-04-04
2845,002,2013-04-04
6637,020,2013-04-04
1026,001,2013-04-04
6534,037,2013-04-04
3731,019,2013-04-04
0230,028,2013-04-04
0537,019,2013-04-04
1864,029,2013-04-04
3708,019,2013-04-04
0153,021,2013-04-04
0315,001,2013-04-04
1044,008,2013-04-04
3784,047A,2013-04-04
3708,095,2013-04-04
1641,057,2013-04-04
0817,069,2013-04-04
3602,072,2013-04-04
6954,022,2013-04-04
6579,030,2013-04-04
3519,005,2013-04-04
5343,021,2013-04-04
0027,018,2013-04-04
6799,034,2013-04-04
3564,091,2013-04-04
1052,034,2013-04-04
1052,035,2013-04-04
0837,025,2013-04-04
1052,032,2013-04-04
3596,040,2013-04-04
1052,024,2013-04-04
1052,002,2013-04-04
0842,005,2013-04-04
3537,087,2013-04-04
1052,024,2013-04-04
6959,030,2013-04-04
3704,017,2013-04-04
3507,040,2013-04-04
1651,019A,2013-04-04
2461A,001E,2013-04-04
0176,010,2013-04-04
2691,047,2013-04-04
0601,002,2013-04-04
2308,022,2013-04-04
0649C,010,2013-04-04
6272,031,2013-04-04
6446,030,2013-04-04
0014,001,2013-04-04
0300,015,2013-04-04
3589,091,2013-04-04
3589,091,2013-04-04
3282,013,2013-04-04
1252,010,2013-04-04
0480,004,2013-04-04
1291,004,2013-04-04
3751,166,2013-04-05
0272,016,2013-04-05
0272,016,2013-04-05
2126,021,2013-04-05
2350,031,2013-04-05
1262,005,2013-04-05
0268,008,2013-04-05
2607,254,2013-04-05
1047,023,2013-04-05
3779,009,2013-04-05
1020,016,2013-04-05
3728,111,2013-04-05
3616,008,2013-04-05
5529,013,2013-04-05
3711,013,2013-04-05
0871,012,2013-04-05
3719,018,2013-04-05
6794,017,2013-04-05
3573,027,2013-04-05
2459,008,2013-04-05
2768,029,2013-04-05
1272,018,2013-04-05
0346,006,2013-04-05
1936,019,2013-04-05
1282,030,2013-04-05
3010,028,2013-04-05
3738,012,2013-04-05
2646,050,2013-04-05
3738,011,2013-04-05
6922,015,2013-04-05
5889,017,2013-04-05
2864,029A,2013-04-05
0872,009,2013-04-05
3752,023,2013-04-05
3736,083,2013-04-05
0555,045,2013-04-05
3987,024,2013-03-28
2981,002,2013-04-05
1834,001E,2013-04-05
1834,001E,2013-04-05
1770,032F,2013-04-05
6529,022,2013-04-05
3712,023,2013-04-05
0115,033,2013-04-05
0115,033,2013-04-05
3712,023,2013-04-05
3622,063,2013-04-05
3712,023,2013-04-05
3712,023,2013-04-05
3712,023,2013-04-05
0667,022,2013-04-05
6554,027,2013-04-05
4071,013,2013-04-05
4100,015,2013-04-05
6539,029,2013-04-05
3561,049,2013-04-05
4099,004,2013-04-05
1707,042,2013-04-05
3561,049,2013-04-05
0947,006,2013-04-05
0947,006,2013-04-05
1562,029,2013-04-05
3609,093,2013-04-05
3722,080,2013-04-05
3609,093,2013-04-05
2968B,047,2013-04-05
5549,101,2013-04-05
6177,035,2013-04-05
2035A,033,2013-04-05
3706,074,2013-04-05
3729,056,2013-04-05
0534,031,2013-04-05
3729,057,2013-04-05
3729,057,2013-04-05
1218,039,2013-04-05
1517,021B,2013-04-05
0831,023,2013-04-05
0831,023,2013-04-05
0831,023,2013-04-05
0207,032,2013-04-05
5807,018,2013-04-05
3212,030,2013-04-05
6415,004,2013-04-05
6282,008A,2013-04-05
4991,610,2013-04-05
4991,610,2013-04-05
0556,057,2013-04-05
4991,608,2013-04-05
4991,608,2013-04-05
2028,014,2013-04-05
2783,002,2013-04-05
2383,009,2013-04-05
1414,061,2013-04-05
6503,018A,2013-04-05
2066,023,2013-04-05
3559,008,2013-04-05
2430,019G,2013-04-05
3518,042,2013-04-05
3558,022,2013-04-05
3508,001,2013-04-05
1048,003,2013-04-05
1245,021,2013-04-05
4153,016,2013-04-05
0048,001,2013-04-05
0480,004,2013-04-04
0048,017,2013-04-05
0289,009,2013-04-05
2769,038,2013-04-05
2769,038,2013-04-05
1221,024,2013-04-05
0236,017,2013-04-05
2629,021,2013-04-05
3713,006,2013-04-05
3752,018,2013-04-05
3585,038,2013-04-05
3752,095,2013-04-05
5550,042,2013-04-05
5550,042,2013-04-05
3752,019,2013-04-05
2856,014,2013-04-05
3507,041,2013-04-05
3608,021,2013-04-05
0301,016,2013-04-05
1464,013B,2013-04-05
1363,016,2013-04-08
1629,002,2013-04-08
5661,016,2013-04-08
0215C,100,2013-04-08
0226,007,2013-04-08
5559,019,2013-04-08
4264,024,2013-04-08
3559,008,2013-04-08
0533,016,2013-04-08
6980,002,2013-04-08
0300,015,2013-04-08
0649,016,2013-04-08
3093,009,2013-04-08
6352,001,2013-04-08
7008,039,2013-04-08
0797,024,2013-04-08
3618,014,2013-04-08
2749,057,2013-04-08
6657,010,2013-04-08
7072,013,2013-04-08
1225,042,2013-04-08
3731,026,2013-04-08
0735,023,2013-04-08
3733,026,2013-04-08
6009,040,2013-04-08
3803,005,2013-04-08
1542,021,2013-04-08
1542,021,2013-04-08
1737,009,2013-04-08
0478,011E,2013-04-08
3735,059,2013-04-08
5977,014,2013-04-08
3028B,034,2013-04-08
0677,035,2013-04-08
0312,004,2013-04-08
3961,020,2013-04-08
1054,019,2013-04-08
3923,006,2013-04-08
3717,019,2013-04-08
1659,030,2013-04-08
3923,006,2013-04-08
1707,042,2013-04-08
0288,029,2013-04-08
6630,042,2013-04-08
3751,158,2013-04-08
0076,006,2013-04-08
0589,029,2013-04-08
3520,051,2013-04-08
0975,005,2013-04-08
6780,010,2013-04-08
3717,020,2013-04-08
7540,016,2013-04-08
1675,017,2013-04-08
