"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: corpus","Param: fixedHighBits","Param: n","Param: prefixLength"
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.bigIntegerRawRadixSort","avgt",1,10,16.744918,0.110213,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.bigIntegerSystemSort","avgt",1,10,3.985368,0.067641,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.bigIntegerSystemSort","avgt",1,10,26.725668,0.918945,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.bigIntegerSystemSort","avgt",1,10,221.546424,4.590474,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleDualPivotQuicksort","avgt",1,10,2.264977,0.041381,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleDualPivotQuicksort","avgt",1,10,14.051261,0.100231,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleDualPivotQuicksort","avgt",1,10,96.132088,2.706982,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleQuickHuskySort","avgt",1,10,2.144347,0.048562,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleQuickHuskySort","avgt",1,10,14.598088,0.280809,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleQuickHuskySort","avgt",1,10,98.295550,4.044647,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRadixHuskySort11","avgt",1,10,0.619044,0.023871,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRadixHuskySort11","avgt",1,10,4.047407,0.037957,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRadixHuskySort11","avgt",1,10,33.021650,0.392609,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRadixHuskySort16","avgt",1,10,0.701133,0.030461,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRadixHuskySort16","avgt",1,10,3.805165,0.025284,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRadixHuskySort16","avgt",1,10,32.254480,0.397994,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRadixHuskySort8","avgt",1,10,0.701728,0.029035,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRadixHuskySort8","avgt",1,10,4.434135,0.054140,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRadixHuskySort8","avgt",1,10,34.594691,0.379542,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRawQuicksort","avgt",1,10,1.254173,0.006466,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRawQuicksort","avgt",1,10,7.527314,0.027158,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRawQuicksort","avgt",1,10,42.609260,0.185053,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRawRadixSort","avgt",1,10,0.586312,0.003295,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRawRadixSort","avgt",1,10,2.312239,0.042387,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleRawRadixSort","avgt",1,10,11.957282,0.049226,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleSystemSort","avgt",1,10,3.132374,0.047149,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleSystemSort","avgt",1,10,19.518148,0.502962,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.doubleSystemSort","avgt",1,10,150.233528,3.185077,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerDualPivotQuicksort","avgt",1,10,2.012303,0.012929,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerDualPivotQuicksort","avgt",1,10,13.138861,0.175103,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerDualPivotQuicksort","avgt",1,10,85.548039,4.230284,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerQuickHuskySort","avgt",1,10,2.109773,0.018993,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerQuickHuskySort","avgt",1,10,13.343172,0.247981,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerQuickHuskySort","avgt",1,10,86.989483,4.240130,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRadixHuskySort11","avgt",1,10,0.575405,0.027173,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRadixHuskySort11","avgt",1,10,3.740084,0.029201,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRadixHuskySort11","avgt",1,10,28.716783,1.198316,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRadixHuskySort16","avgt",1,10,0.641090,0.042670,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRadixHuskySort16","avgt",1,10,3.467104,0.061433,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRadixHuskySort16","avgt",1,10,26.540008,0.194799,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRadixHuskySort8","avgt",1,10,0.698552,0.038967,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRadixHuskySort8","avgt",1,10,4.668166,0.517229,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRadixHuskySort8","avgt",1,10,31.140952,0.332304,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRawQuicksort","avgt",1,10,1.141117,0.005892,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRawQuicksort","avgt",1,10,6.697925,0.015716,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRawQuicksort","avgt",1,10,37.883572,0.128016,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRawRadixSort","avgt",1,10,0.638012,0.004273,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRawRadixSort","avgt",1,10,2.518723,0.005501,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerRawRadixSort","avgt",1,10,12.733189,0.134242,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerSystemSort","avgt",1,10,2.941526,0.043629,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerSystemSort","avgt",1,10,19.163395,0.209606,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.integerSystemSort","avgt",1,10,133.748698,1.538769,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longDualPivotQuicksort","avgt",1,10,2.102747,0.066381,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longDualPivotQuicksort","avgt",1,10,14.292619,0.775699,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longDualPivotQuicksort","avgt",1,10,96.621218,2.162403,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longQuickHuskySort","avgt",1,10,2.208979,0.062967,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longQuickHuskySort","avgt",1,10,13.704771,0.268666,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longQuickHuskySort","avgt",1,10,106.461081,2.152588,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRadixHuskySort11","avgt",1,10,0.516031,0.019763,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRadixHuskySort11","avgt",1,10,3.634562,0.039374,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRadixHuskySort11","avgt",1,10,28.497768,0.557298,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRadixHuskySort16","avgt",1,10,0.651299,0.055518,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRadixHuskySort16","avgt",1,10,3.864379,0.267348,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRadixHuskySort16","avgt",1,10,28.633161,0.204297,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRadixHuskySort8","avgt",1,10,0.589292,0.039532,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRadixHuskySort8","avgt",1,10,3.895717,0.032006,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRadixHuskySort8","avgt",1,10,30.993722,1.161206,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRawQuicksort","avgt",1,10,1.116250,0.006847,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRawQuicksort","avgt",1,10,6.693805,0.013546,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRawQuicksort","avgt",1,10,38.579070,0.071574,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRawRadixSort","avgt",1,10,0.602642,0.001030,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRawRadixSort","avgt",1,10,2.408057,0.005080,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longRawRadixSort","avgt",1,10,12.644688,0.197184,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longSystemSort","avgt",1,10,2.915943,0.045977,"ms/op",,,20000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longSystemSort","avgt",1,10,18.265711,0.273071,"ms/op",,,100000,
"edu.neu.coe.huskySort.sort.huskySort.NumericSortBenchmarks.longSystemSort","avgt",1,10,142.705834,4.354969,"ms/op",,,500000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.parallelRadixHuskySort11_p1","avgt",1,10,171.319032,9.609775,"ms/op",,,2000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.parallelRadixHuskySort11_p1","avgt",1,10,980.913234,18.856996,"ms/op",,,10000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.parallelRadixHuskySort11_p2","avgt",1,10,140.908875,5.986364,"ms/op",,,2000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.parallelRadixHuskySort11_p2","avgt",1,10,842.390896,26.754661,"ms/op",,,10000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.parallelRadixHuskySort11_p4","avgt",1,10,115.515970,4.858249,"ms/op",,,2000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.parallelRadixHuskySort11_p4","avgt",1,10,758.873351,23.493097,"ms/op",,,10000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.parallelRadixHuskySort11_p8","avgt",1,10,108.710360,4.500128,"ms/op",,,2000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.parallelRadixHuskySort11_p8","avgt",1,10,672.516642,82.536020,"ms/op",,,10000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.quickHuskySort","avgt",1,10,1111.224719,47.586252,"ms/op",,,2000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.quickHuskySort","avgt",1,10,6091.298637,118.509505,"ms/op",,,10000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.serialRadixHuskySort11","avgt",1,10,182.535656,16.072023,"ms/op",,,2000000,
"edu.neu.coe.huskySort.sort.huskySort.ParallelRadixSortBenchmarks.serialRadixHuskySort11","avgt",1,10,1005.177631,15.536569,"ms/op",,,10000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.huskyEncodeOnly","avgt",1,10,0.998747,0.096884,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.huskyEncodeOnly","avgt",1,10,13.285604,0.748333,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.huskyEncodeOnly","avgt",1,10,70.205787,2.530453,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.huskyEncodeOnly","avgt",1,10,0.421688,0.017177,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.huskyEncodeOnly","avgt",1,10,2.846213,0.033735,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.huskyEncodeOnly","avgt",1,10,14.117513,0.085047,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.huskyEncodeOnly","avgt",1,10,12.991140,0.067580,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.huskyEncodeOnly","avgt",1,10,82.283804,1.230177,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.huskyEncodeOnly","avgt",1,10,411.144426,2.271039,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.insertionSort","avgt",1,10,42.454503,0.425333,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.insertionSort","avgt",1,10,1202.854886,12.515319,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.insertionSort","avgt",1,10,27007.253586,104.143335,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.insertionSort","avgt",1,10,32.287228,0.076248,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.insertionSort","avgt",1,10,1042.160980,11.908906,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.insertionSort","avgt",1,10,25856.726972,136.574772,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.insertionSort","avgt",1,10,37.315455,0.340399,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.insertionSort","avgt",1,10,1137.671728,10.409916,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.insertionSort","avgt",1,10,26517.572363,90.771829,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.multikeyQuicksort","avgt",1,10,8.924522,0.203919,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.multikeyQuicksort","avgt",1,10,77.969179,2.519837,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.multikeyQuicksort","avgt",1,10,771.234283,123.752721,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.multikeyQuicksort","avgt",1,10,6.785582,0.138109,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.multikeyQuicksort","avgt",1,10,40.100048,0.728951,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.multikeyQuicksort","avgt",1,10,275.549708,0.401797,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.multikeyQuicksort","avgt",1,10,72.957058,0.795926,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.multikeyQuicksort","avgt",1,10,530.851806,5.132350,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.multikeyQuicksort","avgt",1,10,3033.669439,34.882212,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.quickHuskySort","avgt",1,10,10.150686,0.362500,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.quickHuskySort","avgt",1,10,97.460149,1.843597,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.quickHuskySort","avgt",1,10,725.656123,11.933998,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.quickHuskySort","avgt",1,10,5.085022,0.089910,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.quickHuskySort","avgt",1,10,30.993110,0.625579,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.quickHuskySort","avgt",1,10,215.536886,4.608743,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.quickHuskySort","avgt",1,10,34.683162,0.372817,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.quickHuskySort","avgt",1,10,226.083787,1.403241,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.quickHuskySort","avgt",1,10,1475.151000,13.485357,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort10","avgt",1,10,5.654957,0.166221,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort10","avgt",1,10,62.424397,1.530252,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort10","avgt",1,10,300.044353,17.671178,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort10","avgt",1,10,2.078153,0.006646,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort10","avgt",1,10,13.706571,0.553250,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort10","avgt",1,10,87.049777,4.795734,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort10","avgt",1,10,31.607480,0.286191,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort10","avgt",1,10,197.436774,3.402196,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort10","avgt",1,10,961.776402,13.305427,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort11","avgt",1,10,5.566805,0.224612,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort11","avgt",1,10,63.027867,1.825004,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort11","avgt",1,10,297.135362,16.391324,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort11","avgt",1,10,2.010755,0.040438,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort11","avgt",1,10,12.238580,0.354425,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort11","avgt",1,10,81.336429,4.220567,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort11","avgt",1,10,31.740905,0.530277,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort11","avgt",1,10,196.569630,0.376689,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort11","avgt",1,10,955.315873,3.853169,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort12","avgt",1,10,5.444151,0.307179,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort12","avgt",1,10,61.328381,2.734271,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort12","avgt",1,10,303.686399,5.860963,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort12","avgt",1,10,2.056258,0.009130,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort12","avgt",1,10,12.657802,0.376758,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort12","avgt",1,10,80.176470,3.433436,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort12","avgt",1,10,31.485474,0.291693,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort12","avgt",1,10,194.580720,3.006235,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort12","avgt",1,10,952.566980,2.566072,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort13","avgt",1,10,5.351299,0.100778,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort13","avgt",1,10,60.013344,1.027681,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort13","avgt",1,10,299.646697,8.570342,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort13","avgt",1,10,1.949768,0.005616,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort13","avgt",1,10,11.852809,0.213927,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort13","avgt",1,10,79.305909,3.609151,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort13","avgt",1,10,31.618759,0.239899,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort13","avgt",1,10,193.971749,3.651762,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort13","avgt",1,10,956.027399,4.604256,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort14","avgt",1,10,5.423761,0.272837,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort14","avgt",1,10,60.058430,1.229188,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort14","avgt",1,10,306.781740,8.475216,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort14","avgt",1,10,2.019154,0.065274,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort14","avgt",1,10,12.440625,0.126650,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort14","avgt",1,10,78.621014,4.898557,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort14","avgt",1,10,31.353764,0.346976,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort14","avgt",1,10,193.205442,5.613901,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort14","avgt",1,10,952.799053,5.110925,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort16","avgt",1,10,5.273965,0.247175,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort16","avgt",1,10,61.489721,2.026564,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort16","avgt",1,10,289.535650,18.472028,"ms/op",english,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort16","avgt",1,10,1.957067,0.050016,"ms/op",chinese,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort16","avgt",1,10,11.248831,0.201863,"ms/op",chinese,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort16","avgt",1,10,75.570102,6.822867,"ms/op",chinese,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort16","avgt",1,10,31.033125,0.167095,"ms/op",chinesenames,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort16","avgt",1,10,190.198490,1.320107,"ms/op",chinesenames,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort16","avgt",1,10,955.478947,4.406685,"ms/op",chinesenames,,1000000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort8","avgt",1,10,5.476350,0.102178,"ms/op",english,,32000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort8","avgt",1,10,63.850180,0.980450,"ms/op",english,,200000,
"edu.neu.coe.huskySort.sort.huskySort.StringSortBenchmarks.radixHuskySort8","avgt",1,10,309.305734,14.262624,"ms/op",english,,1000000,
